0 22
1 68
2 67
3 70
4 72
5 63
6 45
7 74
8 62
9 57
10 43
11 74
12 78
13 79
14 81
15 78
16 77
17 65
18 79
19 81
20 78
21 76
22 70
23 74
24 78
25 81
26 76
27 79
28 82
29 79
30 80
31 77
32 80
33 72
34 77
35 77
36 82
37 79
38 81
39 75
40 80
41 72
42 82
43 77
44 81
45 80
46 80
47 67
48 80
49 82
50 81
51 80
52 82
53 81
54 80
55 82
56 81
57 79
58 81
59 81
60 83
61 83
62 80
63 81
64 80
65 80
66 78
67 80
68 78
69 81
70 82
71 78
72 80
73 80
74 82
75 80
76 81
77 81
78 80
79 78
80 82
81 78
82 78
83 84
84 81
85 78
86 80
87 80
88 80
89 81
90 80
91 80
92 81
93 79
94 82
95 81
96 81
97 78
98 79
99 80
100 81
101 80
102 79
103 81
104 83
105 79
106 81
107 79
108 79
109 81
110 80
111 79
112 82
113 82
114 79
115 79
116 80
117 82
118 81
119 82
120 80
