0 0.035
1 0.035
2 11.4625
3 13.7225
4 11.1475
5 14.4275
6 13.6325
7 11.9325
8 12.2525
9 14.8125
10 13.6375
11 12.225
12 12.8125
13 12.7625
14 13.0325
15 12.8175
16 13.4375
17 9.905
18 13.2025
19 12.87
20 0.8775
21 10.7275
22 12.74
23 13.075
24 13.4125
25 12.3725
26 13.69
27 12.3675
28 17.5925
29 18.27
30 17.885
31 20.8725
32 17.9225
33 19.4575
34 23.2575
35 18.0725
36 5.15
37 18.495
38 19.03
39 16.9925
40 17.935
41 20.0475
42 3.155
43 18.075
44 14.055
45 1.455
46 18.2825
47 15.2975
48 8.4225
49 18.4875
50 16.5425
51 16.995
52 19.2325
53 19.075
54 19.09
55 18.5925
56 19.145
57 15.855
58 19.075
59 17.8875
60 14.75
