0 0.035
1 0.0325
2 11.035
3 13.925
4 10.81
5 14.5125
6 5.215
7 11.59
8 12.1625
9 13.5925
10 12.665
11 13.0975
12 12.8
13 11.54
14 12.5125
15 13.3025
16 13.5225
17 13.0425
18 13.5725
19 13.055
20 0.975
21 9.9025
22 12.5725
23 13.5425
24 12.4625
25 11.805
26 13.9425
27 14.4175
28 16.8425
29 17.73
30 20.975
31 21.4625
32 16.6175
33 18.9075
34 14.0575
35 17.3825
36 4.5475
37 18.0575
38 18.14
39 17.3975
40 17.4125
41 19.4875
42 18.6525
43 18.29
44 16.175
45 1.34
46 19.33
47 12.51
48 20.1325
49 18.64
50 17.0225
51 17.48
52 19.36
53 19.67
54 17.965
55 19.67
56 18.36
57 17.585
58 18.095
59 20.165
60 14.345
