0 21.1125
1 21.6775
2 21.145
3 19.255
4 20.325
5 22.6425
6 18.5675
7 20.2425
8 20.935
9 20.87
10 21.67
11 15.2725
12 19.33
13 21.735
14 19.645
15 19.48
16 20.1075
17 18.335
18 15.225
19 18.0875
20 17.0525
21 17.6925
22 11.78
23 18.2675
24 16.8925
25 15.2375
26 13.1825
27 9.3275
28 12.045
29 13.0625
30 9.725
31 9.2575
32 14.7325
33 15.435
34 2.4975
35 16.605
36 20.0725
37 14.3225
38 16.545
39 13.62
40 18.35
41 12.5125
42 14.395
43 13.725
44 5.94
45 0.17
46 15.29
47 11.13
48 13.65
49 13.9475
50 8.0325
51 16.5625
52 16.8525
53 10.195
54 12.385
55 14.975
56 16.3875
57 17.365
58 18.385
59 13.7275
60 14.97
