0 0.035
1 0.03
2 14.2825
3 33.845
4 34.13
5 34.58
6 33.1725
7 29.0125
8 33.76
9 34.4925
10 31.7475
11 34.21
12 32.4
13 33.355
14 34.85
15 33.735
16 30.6925
17 26.9575
18 28.82
19 28.66
20 29.365
21 33.2975
22 30.01
23 17.8825
24 33.8825
25 29.69
26 33.55
27 26.51
28 32.725
29 33.635
30 29.495
31 33.2075
32 30.8225
33 32.4775
34 25.2175
35 25.17
36 31.755
37 23.475
38 9.2425
39 28.98
40 22.1975
41 21.19
42 19.055
43 19.1825
44 19.3675
45 19.58
46 19.3775
47 18.6525
48 19.7475
49 18.05
50 18.68
51 18.5925
52 19.5675
53 18.6175
54 20.0625
55 18.985
56 19.7375
57 18.5175
58 19.325
59 19.955
60 19.92
