0 20.5025
1 21.31
2 22.755
3 20.2525
4 20.7525
5 22.3775
6 18.405
7 19.7275
8 21.0975
9 19.16
10 22.07
11 14.3675
12 19.4675
13 20.155
14 18.965
15 18.54
16 19.785
17 16.7725
18 18.9325
19 17.03
20 17.985
21 17.865
22 12.595
23 18.37
24 17.0475
25 13.855
26 16.245
27 9.5075
28 12.9975
29 12.7525
30 10.9725
31 10.57
32 16.7225
33 15.285
34 2.4275
35 16.815
36 19.0925
37 14.8925
38 17.505
39 14.1525
40 18.25
41 18.825
42 14.545
43 16.2875
44 5.8075
45 0.18
46 15.465
47 10.77
48 18.7725
49 13.4925
50 5.605
51 18.535
52 17.2925
53 9.625
54 13.15
55 14.4525
56 16.2925
57 17.5575
58 19.385
59 13.7725
60 14.2125
