0 0.0825
1 35.0825
2 35.055
3 35.0525
4 35.1825
5 35.0125
6 35.105
7 34.5025
8 36.989
9 37.564
10 34.485
11 35.1825
12 35.02
13 35.145
14 34.93
15 35.0975
16 35.06
17 34.985
18 35.2225
19 37.735
20 35.045
21 35.1375
22 35.1225
23 35.065
24 35.0125
25 35.02
26 34.95
27 35.1625
28 39.005
29 35.09
30 35.115
31 35.06
32 35.1225
33 35.3025
34 35.115
35 35.09
36 35.0825
37 30.2525
38 35.1375
39 35.23
40 35.035
41 35.115
42 35.1075
43 35.1225
44 35.115
45 35.1525
46 32.955
47 35.1475
48 35.2
49 35.37
50 35.015
51 35.2225
52 35.27
53 35.0475
54 35.23
55 33.373
56 36.33
57 32.56
58 32.132
59 34.987
60 35.888
