0 28.49
1 26.59
2 28.78
3 24.945
4 24.255
5 23.09
6 34.25
7 22.7925
8 23.6725
9 22.4225
10 32.2725
11 24.1025
12 22.67
13 26.0225
14 21.5325
15 22.9025
16 34.31
17 23.04
18 37.6375
19 28.7075
20 23.25
21 21.5425
22 23.41
23 22.6925
24 21.88
25 22.4625
26 24.27
27 22.755
28 22.7575
29 22.4225
30 23.0475
31 21.8675
32 23.1675
33 26.315
34 22.25
35 22.5525
36 21.0425
37 21.725
38 21.4925
39 21.8275
40 22.5125
41 22.935
42 22.5225
43 40.54
44 23.3525
45 22.485
46 21.815
47 22.72
48 22.5175
49 23.8
50 21.47
51 21.085
52 21.91
53 22.1575
54 21.815
55 22.045
56 22.215
57 21.4625
58 21.7625
59 21.7725
60 22.31
