0 0.0
1 0.0
2 16.89
3 17.33
4 14.2275
5 13.5825
6 16.47
7 15.8925
8 15.89
9 15.61
10 17.845
11 19.61
12 18.695
13 16.6825
14 17.495
15 20.26
16 16.8825
17 17.735
18 19.8175
19 18.77
20 18.05
21 11.5375
22 17.84
23 17.58
24 18.7675
25 21.1825
26 18.405
27 4.8275
28 5.065
29 6.7
30 6.8
31 3.3875
32 6.6875
33 6.92
34 7.2525
35 6.695
36 4.3925
37 6.1025
38 7.9
39 6.2175
40 7.92
41 8.005
42 0.995
43 7.175
44 7.45
45 7.9275
46 7.49
47 3.615
48 7.28
49 7.8075
50 6.54
51 5.2325
52 7.53
53 6.845
54 7.1375
55 7.93
56 7.98
57 6.0925
58 6.495
59 7.4125
60 4.1275
