0 0.0
1 0.0
2 14.125
3 13.9325
4 13.1775
5 14.8275
6 4.7275
7 14.415
8 13.055
9 14.7375
10 14.77
11 15.425
12 14.045
13 14.4075
14 14.0375
15 13.365
16 13.515
17 8.395
18 14.015
19 13.845
20 0.89
21 13.155
22 12.555
23 12.89
24 12.9925
25 12.9525
26 14.0475
27 7.3125
28 14.3825
29 7.3175
30 9.495
31 9.235
32 8.8525
33 8.4325
34 3.135
35 7.58
36 2.4025
37 7.44
38 8.1175
39 6.8525
40 7.75
41 8.865
42 8.105
43 8.4125
44 7.58
45 0.6125
46 8.5775
47 5.5775
48 7.1975
49 8.39
50 7.875
51 8.5675
52 8.35
53 8.75
54 7.95
55 8.855
56 8.6075
57 7.9275
58 7.62
59 8.705
60 6.8425
